S#,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
1432,FARHEEN QAZI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MSc,NED University of Engineering And Technology,Pakistan,,,
1433,SUMREENA BANO,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,M.E,Hamdard University,Pakistan,,,
1434,KHALID MAHBOOB,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,,,
1435,SYED SAJJAD IMAM ZAIDI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Hamdard University,Pakistan,,,
1436,SARWAT FAWWAD,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Hamdard University,Pakistan,,,
1437,ANEETA ARSHAD,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1438,AISHA AJMAL,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1439,DANISH JAMIL,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MSc,University of Abertay Dundee,UK,,,
1440,JAHANZEB KHAN,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1441,SHOAIB ALAM,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,M.E,Hamdard University,Pakistan,,,
1442,SYED UMAIR NAQVI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,BS,Sir Syed University of Engineering and Technology,Pakistan,,,
1443,QURRAT-UL-AIN NAIYAR,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1444,KIRAN HIDAYAT,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1445,SYED ATIR IFTIKHAR,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1446,MAHWISH IRFAN,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Hamdard University,Pakistan,,,
1447,ABEER JAVED SYED,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Hamdard University,Pakistan,,,
1448,SAFINA SOOMRO,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1449,SYEDA MEHWISH ZEHRA,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1450,SANA ALAM,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,M.E,NED University of Engineering And Technology,Pakistan,,,
1451,RUKAIYA JAVAID,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1452,SHAMA BANO,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1453,ZAINAB ZAKIR,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1454,SANIAH REHAN,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1455,PRIHA BHATTI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1456,RABIA SIDDIQUI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1457,DUR-E-SHAWAR AGHA,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1458,MEHWISH ARSALAN LODHI,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1459,FARAH AHMED,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MSIT,"Biztek Institute Of Business & Technology,Karachi",Pakistan,,,
1460,SYED MUSLIM JAMEEL,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,M.E,Mehran University of Engineering & Technology,Pakistan,,,
1461,SANOBER SOOMRO,Sir Syed University of Engineering and Technology,Computer Engineering,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1462,Dr. Syed Akhter Raza,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1463,Mr.Muhammad Siddiq,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1464,Dr. Adnan Nadeem,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1465,Ms. Asima Nisar,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1466,Dr. Farhan Shafiq,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1467,Dr. Muhammad Sarim,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1468,Ms. Uzma Afzal,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1469,Dr. Kamran Ahsan,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1470,Mr. Shaikh Kashif Riffat,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1471,Ms. Shazia Usmani,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1472,Mr. Kashif Laeeq,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1473,Ms. Naheed Azeem,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1474,Mr. Muhammad Khalid Sheikh,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1475,Dr. Arzoo Ateeq,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Assistant Professor,,,,,,
1476,Mr. Kashif Rizwan,"Federal Urdu University Of Arts,Science & Technology",Computer Science,Sindh,Lecturer,,,,,,
1477,Prof. Dr. Muhammad Shahab Siddiqui,Jinnah University for Women,Computer Science & IT,Sindh,Professor,Ph.D,Hamdard University,Pakistan,,,
1478,Prof. Dr. Abu Turrab Alam,Jinnah University for Women,Computer Science & IT,Sindh,Professor,Ph.D,University of Surrey,UK,,,
1479,Ms. Narmeen Zakaria Bawany (Chairperson),Jinnah University for Women,Computer Science & IT,Sindh,Associate Professor,ME,Sir Syed University of Engineering and Technology,Pakistan,,,
1480,Ms. Saima Amber,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,,
1481,Ms. Samia Ghazala,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,ME,NED University of Engineering And Technology,Pakistan,,,
1482,Ms. Sadia Javed,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,ME,NED University of Engineering And Technology,Pakistan,,,
1483,Ms. Ramsha Ali,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,,
1484,Ms. Ummay Faseeha,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,ME,Hamdard University,Pakistan,,,
1485,Ms. Saba Mazhar,Jinnah University for Women,Computer Science & IT,Sindh,Assistant Professor,MBA,Institute of Business Administration,Pakistan,,,
1486,Ms. Sumaira Ahmed,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,University of Karachi,Pakistan,,,
1487,Ms. Anum Hameed,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1488,Ms. Hafiza Anisa Ahmed,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1489,Ms. Syeda Anum Zamir,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MSc,Jinnah University for Women,Pakistan,,,
1490,Ms. Javairia,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1491,Ms. Farheen Mannan,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MSSE,Sir Syed University of Engineering and Technology,Pakistan,,,
1492,Ms. Syeda Yousra Rizvi,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BE,Mehran University of Engineering & Technology,Pakistan,,,
1493,Ms. Kanwal Zahoor,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1494,Ms. Iqra Khalil,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MCS,University of Karachi,Pakistan,,,
1495, Ms. Humaira Meraj,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MS,Sir Syed University of Engineering and Technology,Pakistan,,,
1496,Ms. Afreen Fatima,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Hamdard University,Pakistan,,,
1497,Ms. Tehreem Qamar,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1498,Ms. Tehreem Hussain,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1499,Ms. Farheen,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,,,
1500, Ms. Kainat,Jinnah University for Women,Computer Science & IT,Sindh,Lecturer,BS,Jinnah University for Women,Pakistan,,,
1501,Shahid Khan,Khadim Ali Shah Bukhari Institute of Technology,Computer Science,Sindh,Assistant Professor/HoD ,MCS,,,,,Mphil in progress
1502,Abdul Kabeer Kazi,Khadim Ali Shah Bukhari Institute of Technology,Computer Science,Sindh,Associate Professor,PhD,,,,,
1503,Aamir Hussain,Khadim Ali Shah Bukhari Institute of Technology,Computer Science,Sindh,Assistant Professor,MS,,,,,
1504,Muhammad Mobeen Movania ,DHA Suffa University,Computer Science,Sindh,Assistant Professor/HoD ,PhD, Nanyang Technological University,Singapore,,"GPU based volume rendering, Biomedical imaging and visualization, Soft body simulations, Physically based animation, Physically based rendering, Cloth simulation, Augmented reality ",
1505, Hironao Takahashi ,DHA Suffa University,Computer Science,Sindh,Associate Professor,PhD,Tokyo Institute of Technology,Japan,,Ontology-based Classification and Mind Uploading ,
1506,Navid Jamil Malik ,DHA Suffa University,Computer Science,Sindh,Assistant Professor/Director,PhD,,,,"Intelligent Control , Curriculum Development , Engineering Education , Teaching Mathematics for Engineering , Higher Education Leadership , Soft Skills ",
1507,Rauf A. S. Malick ,DHA Suffa University,Computer Science,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,"Computational Biology , Big Data Analysis , Computational Social Science ",
1508,Syed Hammad Ahmed ,DHA Suffa University,Computer Science,Sindh,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,,"Big Data Analytics ,Data Mining , Machine Learning , Human Computer Interaction ",
1509,Naila Shahzada ,DHA Suffa University,Computer Science,Sindh,Assistant Professor,MS,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,,"Data Provenance , E-Commerce , Data WareHouse ",
1510,Twaha Ahmed Minai ,DHA Suffa University,Computer Science,Sindh,Assistant Professor,Mphil,University of Karachi,Pakistan,," Bioinformatics , Biometrics , Social Computing ",
1511,Bilal Hayat,DHA Suffa University,Computer Science,Sindh,Assistant Professor,MS,Lahore University of Management Sciences,Pakistan,,,
1512,Tehniat Mirza ,DHA Suffa University,Computer Science,Sindh,Senior Lecturer,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,,
1513,Raazia Sosan ,DHA Suffa University,Computer Science,Sindh,Senior Lecturer,MS,Hamdard University,Pakistan,,,
1514,Aneela Nargis ,DHA Suffa University,Computer Science,Sindh,Senior Lecturer,MS,Hamdard University,Pakistan,,,
1515,Zubair uddin Shaikh ,DHA Suffa University,Computer Science,Sindh,Lecturer,BS,International Islamic University,Pakistan,,"Data Mining, Computer Architecture, Design and Analysis of Algorithms ",
1516,Muhammad Khalid Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Director,PhD,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Intelligent and Multi-Agent Systems,
Scheduling issues in Distributed Systems
Security and Management Issues in Next Generation Networks",
1517,Khurrum Nazeer Junejo,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,PhD,Lahore University of Management Sciences,Pakistan,,"Data & Text Mining, Machine Learning, Research Trends in Artificial Intelligence, Information Retrieval, Computability and Complexity, Graph Theory and Algorithms.",
1518,Maaz Bin Ahmad,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,PhD,Centre for Advanced Studies in Engineering,Pakistan,,"Insider threats Detection
Risk Assessment & prevention
Efficient Video Processing Techniques
Cloud Computing",
1519,Muhammad Taha Jilani,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,PhD,Universiti Teknologi PETRONAS,Malaysia,,"Internet of Things
Smart Sensors & Networks",
1520,Sohail Imran,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Big Data Analytics, Data Mining, Date warehousing",PhD in progress from PAK-KIEFT
1521,Kashif Bashir,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Networking, Telecommunication and Wireless ad-hoc Networks",PhD in progress from PAK-KIEFT
1522,Muhammad Affan Aleem,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,"Image Processing, Pattern Recognition, Machine Learning",PhD in progress from PAK-KIEFT
1523,Mohammad Ayub Latif,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Faculty Member,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Software Engineering
Use of software metrics for improving software processes
Social network analysis",PhD in progress from PAK-KIEFT
1524,Samrina Zameer,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,ME,NED University of Engineering And Technology,Pakistan,,"Electronics
Computer Network",PhD in progress from NED
1525,Saad Rehman Shah,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Faculty Member,MS,NCSU,Pakistan,,"Network Security
Technology in Education",
1526,Muhammad Zafer Iqbal Siddiqui,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Faculty Member,MS,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,,"Software Design
Software Testing",
1527,Urooj Waheed,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Institute of Business Administration,Pakistan,,"Computer Organization and Architecture
Intelligent Systems
Human Computer Interaction
Computer Negtworks",
1528,Nadeem Qamar,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,FAST– National University of Computer and Emerging Sciences,Pakistan,,"Human Computer Interaction
Artificial Intelligence",
1529,Muhammad Naveed,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Usman Institute of Technology,Pakistan,,"WBAN (Wireless Body area Network), Wireless Adhoc Network, Wireless Sensor Network",PhD in progress from PAK-KIEFT
1530,Tariq Saeed Tanoli,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Security, Computer Networks, Telecommunication Infrastructure, Wireless ad-hoc Networks, System Administration.",
1531,Hira Anwar Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MS,Institute of Business Administration,Pakistan,,"Human Computer Interaction
User Experience
Interaction Design
Intelligent Systems",
1532,Muhammad Suleman,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,"Hanyang University, Ansan",South Korea,,"System Architect
Machine Learning
Big data
Network Security",
1533,Shah Muhammad Emaduddin,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Politecnico di Torino,Italy,,"Ubiquitous Computing, Wireless Networks",PhD in progress from PAK-KIEFT
1534,Adnan Ullah Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,,"Reports on  Census of Pakistan  1951,1961,1972,1981 and 1998
Demography Analysis of Pakistan
 Apply  Pearson’s System of frequency Curve in different date set of PDF, PGS with complete programming in R, SAS

?",Visiting
1535,Waqas Azam,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MBA,Mohammad Ali Jinnah University,Pakistan,,"Data Science, Predictive Analysis Based Decision Support System.",
1536,Fizza,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Software Costing and Estimation
Software Quality
Big Data Analytics",
1537,Fawad Qureshi,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,BS,Purdue University,USA,,,
1538, Syed Nabeel Ali,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,,,
1539,Hira Beenish,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MSTN,BUKC,Pakistan,,"MPLS on Satellite Communication
Wearable Body Area Networks
Network  Security",
1540,Abdul Wahab Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,,PhD in progress from PAK-KIEFT
1541,Sanjay Kumar,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,ME,NED University of Engineering And Technology,Pakistan,,"Analog IC designing
Semicinductor devices",
1542,Urwah Lodhi,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,MS,NED University of Engineering And Technology,Pakistan,,"Artificial Intelligence
Software Engineering",
1543,Solat Jabeen Sheikh,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MS,NED University of Engineering And Technology,Pakistan,,,
1544,Muhammad Azam Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Permanent Faculty,MSC,Universtiy of Karachi,Pakistan,,,MSSE in progress from PAK-KIEFT
1545,Rafi Ullah,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,Hamdard University,Pakistan,,"Theoretical Computer Science
Algorithm & Complexities

 ",
1546,Hasan Sardar,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Faculty Member,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Information System Audit
Information Security
IT Governance
IT Risk Management
Telecommunication and Networking
Global IT Standards and Frameworks

 ",MS in progress from MAJU
1547, Faisal Ahmed,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,M.Sc,Universtiy of Karachi,Pakistan,,"Machine Learning
Intelligent Systems
Theoretical Computer Science
Algorithm & Complexities
Energy Systems
Robotics
Renewable Energy.",MS in progress from PAK-KIET
1548,Muhammad Zubair,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Data & Text Mining
Machine Learning
Information Retrieval",MS in progress from PAK-KIET
1549,Abdul Hafeez Adam,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Big Data Analysis
NoSQL Databases
Grid Computing
Data Mining",
1550,Amanullah Khan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,,
1551,Ibraheem Hassan,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Grid Computing
Data Mining",
1552,M Qasim Ashraf,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Big Data Analysis
NoSQL Databases
Grid Computing
Data Mining",
1553,Rohit Hansrajani,PAF-Karachi Institute of Economics and Technology,Computing & Information Sciences,Sindh,Lecturer,BE,NED University of Engineering And Technology,Pakistan,, Energy Systems,
1554,Roshan A. Shaikh,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Professor/Dean,Doctor of Professional Studies,"Pace University, New York",USA,,,
1555,Asim Imdad Wagan,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor,PhD,"INSA de Lyon, Rhone",France,,,
1556,Shaukat Wasi,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor/HoD,PhD,FAST– National University of Computer and Emerging Sciences,Pakistan,,,
1557,Khaliq-ur-Rahman Raazi,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor/HoD,PhD,Kyung Hee University,South Korea,,,
1558,Kashif Ishaque,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Associate Professor,PhD,Universiti Teknologi PETRONAS,Malaysia,,"Modelling and simulation of grid-connected photovoltaic system, efficient battery charging devices for PV system, intelligent control, non-linear systems and exploitation of evolutionary algorithms such as genetic algorithm (GA), particle swarm optimization (PSO) and differential evolution (DE) in engineering applications.",
1559,Haji Khan Soomro,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Professor,PhD,University of Dundee,UK,,,
1560,Syed Qutubuddin Ahmed,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,Illinois Institute of Technology,USA,,,
1561,Syed Asad Hussain,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,City University of Science and Technology,HongKong,2017,"Building energy efficiency, data fusion, uncertainty analysis and robust control.",
1562,Asmat Ara,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,University of Karachi,Pakistan,,,
1563,Ahmer Umer,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,,"PhD in progress from  Federal Urdu University of Arts, Science & Technology"
1564,Aqeel Tahir,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,M.E,Usman Institute of Technology (Hamdard University),Pakistan,,,
1565,Aamir Shaikh,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,MSc,University of Karachi,Pakistan,,,
1566,Khalid Mahmood Dar,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Pakistan,,,
1567,Muhammad Kashif Khan,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,,"Artificial Intelligence, Human Computer Interaction, Machine Learning, and Data Mining.",
1568,Nazish Nouman,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,MS,Jinnah University for Women,Pakistan,,"Human Computer Interactions,Semantic Web,Ubiquitous Computing",
1569,Waheed Uddin Hyder,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Assistant Professor,PhD,University of Malaga,Spain,,,
1570,Muhammad Yaseen Khan,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Senior Lecturer,MS,PAF-Karachi Institute of Economics and Technology,Pakistan,,"Text Summarization, Machine Learning, Information Retrieval, Influence Mining, Affective Computing, Psychology and Computational Linguistics.",
1571,Fouzia Naz,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,MS,Mohammad Ali Jinnah University,Pakistan,,,
1572,Ghulam Mujtaba,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,MS,"International Islamic University,Islamabad",Pakistan,,"Mobile Computing, Human Computer Interaction and Mobile Game Development.",
1573,Hafiz Muhammad Sohaib Azhar,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,M.E,NED University of Engineering And Technology,Pakistan,,"Telemedicine, Telematics, Optical-Laser Communication System, Satellite Communication, Micro wave [LOS] Communication System etc.",
1574,Moomal Turk,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,M.E,Mehran University of Engineering & Technology,Pakistan,,,
1575,Syed Imran Ali,Mohammad Ali Jinnah University,FACULTY OF COMPUTING & ENGINEERING,Sindh,Lecturer,MS,Mohammad Ali Jinnah University,Pakistan,,,
1576,Waqar Saleem,Habib University,Computer Science,Sindh,Assistant Professor,PhD,Max Planck Institute for Computer Science,Germany,,Digital processing and management tools for 2D and 3D shape repositories; geometric modeling; data structures; advanced programming; algorithm analysis; digital computer logic; computer architecture; linear algebra; discrete mathematics.,
1577,Shah Jamal Alam,Habib University,Computer Science,Sindh,Assistant Professor/Director,PhD,Manchester Metropolitan University,UK,,"Social network analysis,Land use change,Climate change adaptation,Infectious disease transmission,Social anthropology",
1578,Umair Azfar Khan,Habib University,Computer Science,Sindh,Assistant Professor,PhD,"Kyushu University,Fukuoka",Japan,,Artificial Intelligence and Planning Graphs,
1579,Syeda Saleha Raza,Habib University,Computer Science,Sindh,Assistant Professor,PhD,"Institute of Business Administration,Karachi",Pakistan,,"Robotics, Machine Learning, Probabilistic Reasoning and Computational Intelligence",
1580,Shahid Hussain,Habib University,Computer Science,Sindh,Assistant Professor,PhD,King Abdullah University of Science and Technology,Saudi Arabia,,"design and analysis of efficient algorithms, graph theory, discrete and combinatorial optimization, and machine learning/data mining.",
1581,Taj Muhammad Khan,Habib University,Computer Science,Sindh,Assistant Professor,PhD,INRIA Saclay Ile-de-France,France,,"Computer Architecture, Compiler Optimizations and Natural Languages",
1582,Muhammad Moosa,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,BSCS,,,,,
1583,Muhammmad Suleman,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,MCS,,,,,
1584,Omer Ajmal,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,BSCS,,,,"System Analysis and Design, Process/Product Engineering, Databases, Data Mining, AI",
1585,Tenvir Ali,"Islamia University Bhawalpur,Bhawalnagar Campus",Computer Science & IT,Punjab,Lecturer,MCS,,,,,
